"VID","VESSEL_TYPE","VESSEL_NAME","IRCS","FLAG_STATE","VSL_FLAG_REG_NUM","GRT","LENGTH","COUNTRY_BUILT","SPEED","YEAR_BUILT","CREW_COUNT","ENGINE_POWER","POWER_UNITS","FUEL_CAPACITY","SATELLITE_COMMS","BRINE","BLAST","COILS","DAILY_CAPACITY","ICE","SEA","BRINE2","AIR","STORAGE_CAPACITY","CHANGE_DETECTED","NOTES","CREATED_BY_USER_ID","CREATED_DATETIME","UPDATED_BY_USER_ID","UPDATED_DATETIME","CONTACTS_FAX","CONTACTS_PHONE","CONTACTS_EMAIL","APPROVED_ALC","INMARSAT_NUMBER","RL_LENGTH","LP_LENGTH","ENGINE_MODEL","STORAGE_CAP_UNITS_CODE","MMSI_NUMBER","PORT_REGISTRY_ID","REGISTERED_DATE","DEREGISTERED_DATE","PARALLEL_REG_CODE","BUILDER_NAME","NET_TONNAGE","DEAD_WEIGHT","MOULDED_DEPTH","BEAM","IMO","WCPFC_ID"
"9084","Pole and Line","TOYOKUNI","7JNG","JP","SO1-818","434.4700","57.4500","JP","12.0000","1974","26","1800.0000","","287.0000","0","1","0","0","50.0000","0","0","1","0","300.0000","0","LAST VESSEL NAME IS ""NIKKO MARU NO.11"".","REG_DEV","23/2/1996 11:41:06","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"703","Longline","SHIN KING YANG 3","BYEJ","TW","CT5-0892","157.1200","26.6700","TW","9.0000","1974","13","430.0000","","120.0000","0","0","1","0","3.0000","0","1","0","0","120.0000","0","","REG_DEV","23/2/1996 11:40:40","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"729","Longline","JIA YEOU 6","BYLE","TW","CT5-0874","187.1000","27.8500","TW","9.0000","1974","14","470.0000","","100.0000","0","0","1","0","5.0000","0","1","0","0","110.0000","0","","REG_DEV","23/2/1996 11:40:40","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"737","Longline","JIN DING","BYJK","TW","CT5-0873","183.3300","31.9500","TW","9.0000","1974","16","280.0000","","100.0000","0","0","1","0","5.0000","0","1","0","0","190.0000","0","","REG_DEV","23/2/1996 11:40:40","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"1115","Pole and Line","TAIYO 11","JEGV","JP","ME1-620","497.9000","54.0000","JP","12.0000","1974","27","2100.0000","","320.0000","0","1","0","1","68.0000","0","0","0","1","380.0000","0","","REG_DEV","23/2/1996 11:40:41","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"2162","Pole and Line","KOTOSHIRO 17","JEFI","JP","ME1-607","497.5600","54.5000","JP","12.0000","1974","43","2200.0000","","330.0000","0","1","1","0","80.0000","0","0","0","1","380.0000","0","","REG_DEV","23/2/1996 11:40:43","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"3236","Pole and Line","SEISHU 18","JEGM","JP","ME1-630","497.7600","54.0000","JP","12.0000","1974","30","2100.0000","","300.0000","0","1","1","0","73.0000","0","0","0","1","400.0000","0","","REG_DEV","23/2/1996 11:40:45","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"4267","Single Purse Seine","BETTY C","T3QS","KI","K11740854","1166.0000","61.1100","US","15.0000","1974","20","4400.0000","","257.0400","1","1","0","0","300.0000","0","0","1","0","1166.0000","1","PREVIOUS V/NAME: ""DON JUAN Z"":
STORAGE METHOD CAPACITY UNIT IN CUBIC FEET IS NOW CORRECTED TO M/TONNS.
CONFIRMATION OF PERMANENT IRCS ""WTB5788"" REC'D TODAY 3/3/97 FROM NATIONAL MARINE FISHERIES SERVICE.
OVERALL LENGTH IS MEASURED IN ""FT"".","REG_DEV","23/2/1996 11:40:49","ALISA.VAVATAGA","7/10/2014 09:44:21","","881651432693","bettyc2@skyfile.com","1","452918610","61.11","","FAIRBANK MORSE","MT","","4","7/4/2009 00:00:00","","","JM Martinac Tacoma","591.0000","","4.7800","12.80","7397775","4475"
"35707","Fish Carrier","SILVER BELL 2","DUA6539","PH","MNLD002927","253.9600","42.0000","JP","10.0000","1974","19","2300.0000","","100.0000","0","","","","","","","1","","300.0000","0","","GINIA.HAROLD","19/5/2008 14:00:18","ALISA.VAVATAGA","4/7/2013 19:41:34","","","","1","454800038","42","","Daihatsu","MT","","79","23/10/2007 00:00:00","","","Tokushima Zosen K.K.","136.4300","","3.6000","7.60","7426394","9536"
"36388","Single Purse Seine","JUDIBANA","WDG5637","US","554146","1299.0000","61.8900","US","14.0000","1974","25","3600.0000","","251.9370","0","","","","","","","1","","930.0000","0","775,618,000 MMSI on Lloyd's register.","GINIA.HAROLD","24/12/2012 16:13:37","ALISA.VAVATAGA","11/6/2014 15:04:17","","870773234606","Capt.Judibana@amosconnect.com","","","61.89","54.20","EMD 645-E5","MT","338622000","1010","","","","Martinac Shipbuilding Corp, J M","993.6000","993.6000","4.4000","12.20","7334280","10545"
"36240","Longline","ENEMELAY","3DQV","FJ","000995","191.0000","27.4000","AU","8.0000","1974","14","675.0000","","75.0000","0","","","","","1","","","","50.0000","0","","GINIA.HAROLD","29/9/2011 09:46:04","REG_DEV","25/6/2013 17:43:10","679-3312111","679-3312001","wahid@seaquest.com.fj","","","24.27","27.40","CUMMINS VTA 28M2","MT","","","","","","","57.0000","","","","","10109"
"34523","Longline","YIH LIEN 3","BG2900","TW","CT5-0900","185.9600","31.8000","TW","10.2000","1974","23","280.0000","","65.8130","0","0","0","1","4.0000","0","0","0","1","160.0000","0","","TUPOUF","8/11/2000 15:25:02","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34796","Fish Carrier","BUKHTA NAGAEVA","DTAL5","KR","9612001-6260007","5024.0000","115.2400","JP","12.0000","1974","19","3800.0000","","1100.0000","0","","","","","","","1","","6708.8770","0","","CECILIAN","25/2/2002 11:55:22","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34817","Fish Carrier","YUAN DA 1","BHCB","CN","07000200010","999.0000","71.4000","JP","12.0000","1974","20","1690.0000","","200.0000","1","","","","","","","","1","1648.0000","0","","CECILIAN","18/4/2002 15:34:48","ALISAV","1/12/2004 11:39:48","","","","1","441209812","71.40","","6LU538","CM","","","","","","","","","","","",""
"34825","Fish Carrier","HO FU","BH2569","TW","CT6-0569","395.0000","44.2600","TW","9.5000","1974","13","1100.0000","","35000.0000","0","","","","","","1","","1","300.0000","0","","TUPOUF","15/5/2002 14:38:17","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34837","Longline","MISS ANN LOUISE","WCX6241","US","555940","45.0000","16.9000","US","10.0000","1974","4","350.0000","","22.4200","1","1","","","3.0000","","","1","","33.0000","0","","CECILIAN","13/6/2002 14:55:05","REG_DEV","30/11/2003 19:59:38","","","","1","433878210","","","","CM","","","","","","","","","","","",""
"34844","Longline","GOLDEN RICH","CPB452","BO","0701210151","520.0000","44.0100","JP","12.0000","1974","32","1000.0000","","355.0000","0","","","1","6.4000","","","","1","321.4500","0","","CECILIAN","24/6/2002 12:13:54","REG_DEV","30/11/2003 19:59:38","","","","0","","","","","CM","","","","","","","","","","","",""
"35118","Longline","DER WEI 686","V3HJ","BZ","280010055","472.0000","47.6600","JP","11.0000","1974","29","1000.0000","","382.6000","0","","","","","","","","1","250.0000","0","","ALISAV","7/10/2003 14:21:58","ALISAV","20/9/2004 10:45:19","762566765","762566763","","1","431264210","43.26","43.26","LU 28","CM","","","","","","","","","","","",""
"34253","Search/Anchor/Light","CHAMPION 56","DUA2610","PH","MNLD002575","69.9700","25.6400","JP","10.0000","1974","6","350.0000","","75.0000","0","0","0","0","","0","0","0","0","","0","","TUPOUF","11/9/1999 15:23:34","TUPOUF","11/9/1999 15:23:34","","","","","","","","","","","","","","","","","","","","",""
"34279","Fish Carrier","YU FU 1","BH2575","TW","CT6-0575","369.0000","42.9000","TW","11.0000","1974","19","1100.0000","","253.0000","0","0","0","0","","0","0","0","1","230.0000","0","","CECILIAN","29/11/1999 14:25:34","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34154","Fish Carrier","DOLLY 778","DUL6326","PH","DAV4001327","490.6300","73.5500","JP","11.0000","1974","21","2100.0000","","370.8000","1","0","1","0","50.0000","0","0","0","1","420.0000","0","","TUPOUF","28/5/1999 10:34:45","SENOVEVAM","28/8/2006 19:36:07","63 83 553 8603","63 83 554 7991","rcrivera@rdcrop.com.ph","1","454859710","54.20","68.40","hanshin","MT","","","","","","","","","","","",""
"32447","Search/Anchor/Light","CHAMPION 53","DUA6362","PH","005927","48.8200","24.0000","JP","10.0000","1974","6","340.0000","","38.0000","0","0","0","0","0.0000","0","0","0","0","0.0000","0","Flag registration number previously used is ICGD-93-0285 then changed to MNLD000987  then 005927 as in 95/96  application form . IRCS changed from DXPJ  to DUA-6298 then to DUA-6362.","REG_DEV","23/2/1996 11:43:50","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34618","Longline","BOLD CONTENDER","VG6956","CA","347468","58.8000","21.4500","CA","10.0000","1974","6","425.0000","","29.1400","0","0","1","0","1.0000","1","0","0","0","7.0000","0","","CECILIAN","16/3/2001 09:33:59","REG_DEV","30/11/2003 19:59:38","67624963","67626177","mauipac@kalianet.to","","","","","","CM","","","","","","","","","","","",""
"34635","Bunker","HAI SOON II","9V3355","SG","384001","957.0000","69.3500","JP","11.0000","1974","10","1192.0000","","56.4700","1","0","0","0","","0","0","0","0","","0","RECEIPT # FOR 2004/05 NOT YET ENTERED.","TUPOUF","12/4/2001 14:34:27","TUPOUF","17/1/2005 15:54:31","870-762274215","870-762274214","450480410@ln.mail65.com.sg","1","456480420","65","65","HANSHIN","","","","","","","","","","","","",""
"33487","Fish Carrier","NADEZHDA","XUCQ3","HN","9974086","1051.0000","59.9800","JP","11.5000","1974","13","1850.0000","","470.0000","0","0","0","0","","0","0","0","1","1496.5100","0","Former flag registration number is L-2636265, DGMM/1113
Former country of registration is Honduras
Old radio call sign is HQRP4","CECILIAN","15/4/1996 14:21:00","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"34096","Fish Carrier","LING SHUI 5 HAO","BLIQ","CN","100100347","999.0000","64.7500","JP","12.0000","1974","23","1692.0000","","200.0000","1","0","0","0","","0","0","0","1","1645.0000","0","Fuel Capacity is measured in cubic metres.","CECILIAN","16/2/1999 11:36:33","REG_DEV","30/11/2003 19:59:38","","","","","","","","","CM","","","","","","","","","","","",""
"33988","Fish Carrier","MIN WAI LENG 3","BWIA","CN","080002000098","1194.0000","71.4000","JP","13.0000","1974","19","2300.0000","","190.0000","0","0","0","0","","0","0","0","0","1490.8700","0","","TUPOUF","19/5/1998 09:53:17","ALISAV","9/9/2004 20:00:05","","","","1","424699437","71.40","","6LUS38","CM","","","","","","","","","","","",""
"33562","Fish Carrier","LIAO YU LENG 3","BANS","CN","010100025","1110.0000","60.5500","CN","11.0000","1974","26","970.0000","","250.0000","0","0","0","0","","0","0","0","0","","0","","CECILIAN","5/11/1996 16:03:16","CECILIAN","5/11/1996 16:03:16","","","","","","","","","","","","","","","","","","","","",""
"33595","Fish Carrier","WORLD IMAGE 2","DUA6175","PH","MNLD003249","141.6500","21.7900","CN","12.0000","1974","10","900.0000","","60.0000","0","0","0","0","","0","0","0","1","10.0000","0","Bottom live reef-fish hand lining.  Storage cap. is measured in tons.","TUPOUF","13/2/1997 14:27:48","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33602","Fish Carrier","FAN XIANG","BTNH","CN","100100066","998.0000","50.0000","JP","11.0000","1974","26","2300.0000","","244.0000","0","0","0","0","","0","0","0","0","","0","","CECILIAN","17/3/1997 14:42:42","CECILIAN","17/3/1997 14:42:42","","","","","","","","","","","","","","","","","","","","",""
"33452","Longline","HUI FAR","BYWL","TW","CT6-1136","207.6200","36.8000","TW","11.0000","1974","18","280.0000","","180.0000","0","0","0","1","","0","0","0","1","","0","Last VID: 24687 (deleted out when HP9000 was crashed in 1990).","REG_DEV","23/2/1996 11:46:00","CECILIAN","20/7/2000 16:21:51","","","","","","","","","","","","","","","","","","","","",""
"33469","Fish Carrier","DONGWON 57","6NJG","KR","9510063-6260009","335.5600","48.3200","JP","10.0000","1974","20","850.0000","","226.4200","0","0","0","1","50.0000","0","0","0","1","338.0000","0","","REG_DEV","23/2/1996 11:46:02","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"11692","Longline","FU PENG 1","BG2848","TW","CT5-0848","178.8500","32.3500","TW","10.1000","1974","23","280.0000","","65.4720","0","0","1","0","10.0000","0","0","0","1","212.3000","0","","SYSTEM","3/4/1996 13:39:37","REG_DEV","30/11/2003 19:59:36","8125776","8414152","","","","","","","CM","","","","","","","","","","","",""
"33488","Fish Carrier","JIAN YE","BHCB","CN","","997.6100","71.4000","JP","13.0000","1974","20","2300.0000","","351.0000","0","0","0","0","","0","0","0","0","","0","","CECILIAN","19/4/1996 12:01:22","CECILIAN","19/4/1996 12:01:22","","","","","","","","","","","","","","","","","","","","",""
"13938","Longline","GOLDEN LAKE 302","HLBV","KR","95100676260005","380.9200","46.4500","JP","13.0000","1974","25","1050.0000","","283.5900","1","0","0","1","8.0000","0","0","0","1","250.0000","0","Changed name from Dongwon 318 to Goldenlake 302 as per application form 1997/98 on 1/7/98 & flag.reg.no. from BS02-A2464 to 9510067-6260005.","SYSTEM","24/5/1996 16:10:24","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33733","Fish Carrier","ZHE LENG 5","BLBL","CN","070002000016","999.0000","71.4000","JP","12.0000","1974","18","1690.0000","","300.0000","0","","","","","","","","1","1645.0000","0","OLD FLAG STATE REG. #: 10880006
100100340 OLD FLAG REG #","CECILIAN","9/7/1997 16:01:33","GINIA.HAROLD","20/4/2006 10:32:47","86256602493","31255545111","","1","441271810","","","DIESEL","CM","","","","","","","","","","","",""
"33121","Longline","MISS OANH","BW9990","US","560570","54.0000","16.6700","US","9.0000","1974","6","","","15.1410","0","0","0","0","2.0000","1","0","0","0","6.0000","0","","REG_DEV","23/2/1996 11:45:18","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33162","Fish Carrier","HAIFENG 828","BBOD","CN","010801","1185.0000","67.5000","JP","11.0000","1974","24","1800.0000","","310.0000","0","0","0","0","","0","0","0","1","1288.0000","0","","REG_DEV","23/2/1996 11:45:23","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33240","Longline","HU YU 609","BIXE609","CN","100117","221.7600","40.0000","CN","11.0000","1974","12","800.0000","","55.0000","0","0","0","0","","1","0","0","0","236.0000","0","","REG_DEV","23/2/1996 11:45:33","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33241","Longline","HU YU 612","BIXO612","CN","100120","221.7600","40.0000","CN","11.0000","1974","12","800.0000","","55.0000","0","0","0","0","","1","0","0","0","236.0000","0","","REG_DEV","23/2/1996 11:45:33","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33274","Longline","ORYONG 53","6NBE","KR","BS02-A-855","425.2600","49.6000","KR","10.0000","1974","25","1350.0000","","313.9000","0","0","0","1","7.0000","0","0","0","1","516.9840","0","","REG_DEV","23/2/1996 11:45:37","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33277","Longline","ORYONG 57","6MTQ","KR","9503049-6210002","443.5700","49.3000","KR","10.0000","1974","25","1450.0000","","313.9000","0","0","0","1","7.0000","0","0","0","1","567.6500","0","","REG_DEV","23/2/1996 11:45:37","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33280","Longline","ORYONG 52","6NBD","KR","95040266210001","447.1700","49.2000","KR","10.0000","1974","25","1000.0000","","469.5300","1","0","0","1","7.0000","0","0","0","1","601.3500","0","","REG_DEV","23/2/1996 11:45:38","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"4697","Single Purse Seine","YOLANDA Z","WSD5599","US","561761","1308.0000","65.0000","US","18.0000","1974","18","3600.0000","","345.0000","0","1","0","0","300.0000","0","0","1","0","1270.0000","0","STORAGE CAPACITY HAS BEEN CONVERTED TO M/TONNS.","REG_DEV","23/2/1996 11:40:53","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"4531","Single Purse Seine","JEANNINE","T3SF","KI","K11740993","1160.0000","61.2000","US","12.0000","1974","21","3600.0000","","226.8000","0","1","0","0","199.5000","0","0","1","0","1160.0000","0","EVERY UNIT IS IN METRIC SYSTEM.","REG_DEV","23/2/1996 11:40:52","GINIA.HAROLD","5/7/2016 15:39:59","+593-99740187","684-254-4309","pescuettini@gmail.com","1","452922310","61.20","","AMD","MT","529223000","4","10/11/2009 00:00:00","","","JM Martinac","438.0000","","8.0000","12","7415242","9565"
"32459","Longline","TROPAC 5","3FZZ","PA","3482-PEXT-1","305.1100","46.9800","KR","8.0000","1974","25","850.0000","","180.0000","0","0","1","0","2.0000","0","0","0","1","284.9200","0","LAST V/NAME:  ""KORBEE #5""
OLD VID:  ""17186""","REG_DEV","23/2/1996 11:43:51","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32515","Fish Carrier","HAI FENG 825","BKDF","CN","74J2402","852.4500","67.1500","JP","12.0000","1974","20","1800.0000","","314.1500","1","0","0","1","15.0000","0","0","0","1","898.0000","0","","REG_DEV","23/2/1996 11:43:58","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32641","Longline","ZHONG YUAN YU 951","","CN","YHZ931027","79.0000","28.0000","CN","9.0000","1974","8","450.0000","","20.0000","0","0","0","0","0.0000","1","0","0","0","27.4000","0","","REG_DEV","23/2/1996 11:44:15","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"32642","Longline","ZHONG YUAN YU 952","","CN","YHZ931028","79.0000","28.0000","CN","9.0000","1974","8","250.0000","","20.0000","0","0","0","0","0.0000","1","0","0","0","27.4000","0","","REG_DEV","23/2/1996 11:44:16","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33011","Longline","ZHONG YUAN YU 575","","CN","YUA-941661","100.0000","23.5000","CN","10.0000","1974","10","198.0000","","30.0000","0","0","0","0","0.0000","1","0","0","0","30.0000","0","","REG_DEV","23/2/1996 11:45:03","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"33012","Longline","ZHONG YUAN YU 576","","CN","YUA-941662","100.0000","23.5000","CN","10.0000","1974","10","198.0000","","30.0000","0","0","0","0","0.0000","1","0","0","0","30.0000","0","","REG_DEV","23/2/1996 11:45:03","REG_DEV","30/11/2003 19:59:36","","","","","","","","","CM","","","","","","","","","","","",""
"27987","Longline","YIH LIEN SHENG","BG2934","TW","CT5-0934","185.9600","36.8000","TW","9.0000","1974","19","650.0000","","180.0000","0","0","1","0","3.0000","0","0","0","1","","0","Old IRCS is BH2934","REG_DEV","23/2/1996 11:42:22","BRENDAR","3/12/2001 16:28:01","","","","","","","","","","","","","","","","","","","","",""
"32238","Longline","FELIZ 101","HQBD6","HN","L-1921565","364.6200","47.1000","JP","11.0000","1974","28","1350.0000","","380.0000","0","0","0","1","6.0000","0","0","0","1","445.7600","0","","REG_DEV","23/2/1996 11:43:26","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32251","Longline","CLOVER 102","6LIB","KR","","335.5600","42.0100","JP","10.0000","1974","27","850.0000","","320.0000","0","0","0","1","3.0000","0","0","0","1","337.6800","0","","REG_DEV","23/2/1996 11:43:27","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32044","Fish Carrier","GREAT MERCY","V3MV2","BZ","01912030","1153.3900","66.7100","JP","9.0000","1974","9","1800.0000","","","0","0","0","0","0.0000","0","0","0","0","0.0000","0","","REG_DEV","23/2/1996 11:43:03","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32048","Fish Carrier","JIN HWEI 101","BEAP","TW","CT8-0023","1376.3500","768.0000","JP","10.0000","1974","16","2700.0000","","640.0000","0","0","0","0","0.0000","0","0","0","0","0.0000","0","","REG_DEV","23/2/1996 11:43:03","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32059","Bunker","ORIENTAL AZALEA","S6DD","SG","385621","2449.0000","94.3500","JP","14.0000","1974","15","3200.0000","","260.0000","0","0","0","0","0.0000","0","0","0","0","0.0000","0","","REG_DEV","23/2/1996 11:43:05","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32147","Bunker","YUJIN BUSAN","HO2904","PA","14842-85-B","1550.1300","85.4500","JP","12.0000","1974","18","1300.0000","","4119.0000","0","0","0","0","0.0000","0","0","0","0","0.0000","0","","REG_DEV","23/2/1996 11:43:17","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32155","Longline","RUEY YIH 2","BH2592","TW","CT6-0592","299.8000","37.9200","TW","9.0000","1974","25","800.0000","","250.0000","0","0","0","1","3.0000","0","0","0","1","0.0000","0","","REG_DEV","23/2/1996 11:43:18","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32457","Longline","TROPAC 6","3FZY","PA","3483-PEXT-1","305.1100","46.9800","KR","8.0000","1974","25","850.0000","","180.0000","0","0","1","0","2.0000","0","0","0","1","284.9200","0","LAST V/NAME: ""KORBEE #6""
OLD VID:  ""17194""","REG_DEV","23/2/1996 11:43:51","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"32458","Longline","TROPAC 1","3EZO","PA","3479-PEXT-1","305.1100","46.9800","KR","8.0000","1974","25","850.0000","","180.0000","0","0","1","0","2.0000","0","0","0","1","284.9200","0","LAST V/NAME:  ""KORBEE #1""
OLD VID:  ""17038""","REG_DEV","23/2/1996 11:43:51","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"25262","Longline","SI YUAN 1","BH2530","TW","CT6-0530","201.2800","28.2000","TW","12.0000","1974","18","400.0000","","60.6810","0","0","1","0","5.0000","0","0","0","1","200.0000","0","","REG_DEV","23/2/1996 11:42:02","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"16154","Pole and Line","SHOEI 88","JGBU","JP","SO11063","374.8900","47.2500","JP","12.0000","1974","22","1800.0000","","260.0000","0","1","0","0","20.0000","0","0","1","0","410.0600","0","","REG_DEV","23/2/1996 11:41:25","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"16352","Longline","KAIO MARU NO.5","","JP","ON21018","19.9000","14.9500","JP","9.0000","1974","8","160.0000","","20.0000","1","0","0","0","","0","0","1","0","20.0000","0","FORMER NAME:  ""SEIJU""
OLD FLAG REG. #:  ""KO2-2383""","REG_DEV","23/2/1996 11:41:26","GINIA.HAROLD","18/6/2010 14:12:12","+81-98-861-4414","+81-98-861-0307","sales@sankobussan.com","1","424400228","","","MITSUBISHI","CM","","","","","","","","","","","",""
"17855","Single Purse Seine","JAIWON APOLLO","HLWZ","KR","BS-A-2469","1106.0400","67.2400","US","18.0000","1974","25","3600.0000","","303.0000","0","1","0","0","150.0000","0","0","0","1","1274.6600","0","","REG_DEV","23/2/1996 11:41:31","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"18952","Longline","TAKEUCHIHOKO","","JP","KO2-5940","19.9000","14.9500","JP","9.0000","1974","9","140.0000","","30.0000","0","0","0","0","","0","0","1","0","33.0000","0","Former V/Name: ""Seiryo #1""","REG_DEV","23/2/1996 11:41:34","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"11031","Longline","TERU 1","","JP","MZ2-1618","19.9800","14.9800","JP","9.0000","1974","8","160.0000","","35.0000","0","0","0","0","","0","0","1","0","16.0000","0","","REG_DEV","23/2/1996 11:41:11","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"11197","Longline","KOSHIN","","JP","OT21512","19.8900","14.9500","JP","7.0000","1974","7","160.0000","","30.0000","0","0","0","0","1.0000","0","1","0","0","25.0000","0","OLD FLAG STATE REG. NUMBER:  ""OT2-1512""","REG_DEV","23/2/1996 11:41:11","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"25882","Single Purse Seine","EVELYN DA ROSA","WYV3759","US","559-598","966.0000","64.6200","US","18.0000","1974","18","3600.0000","","672.0000","0","1","0","0","270.0000","0","0","1","0","1274.0000","0","","REG_DEV","23/2/1996 11:42:07","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"26625","Longline","DER DAR 66","BYJD","TW","CT6-0464","213.8600","30.8800","TW","12.0000","1974","20","500.0000","","160.0000","0","0","1","0","5.0000","0","0","0","1","215.0000","0","Old IRCS is BH2464","REG_DEV","23/2/1996 11:42:12","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"26708","Longline","HAI CHANG 11","BH3095","TW","CT6-1095","207.2600","32.2000","TW","9.0000","1974","14","280.0000","","100.0000","0","0","1","0","5.0000","0","1","0","0","110.0000","0","","REG_DEV","23/2/1996 11:42:12","REG_DEV","30/11/2003 19:59:34","","","","","","","","","CM","","","","","","","","","","","",""
"27342","Bunker","ZINNIA 5","DUA2427","PH","000002165","497.5500","54.0000","JP","11.0000","1974","11","969.4300","","1400.0000","0","0","0","0","0.0000","0","0","0","0","","0","Flag registration number previously used is ICGD-90-0268.  Changed from 007327 to MNLD001460.","REG_DEV","23/2/1996 11:42:17","ALISA.VAVATAGA","23/7/2015 14:18:10","","","","1","454899032","54","54","HANSHIN","","","289","30/7/2012 00:00:00","","","Matsuura Zosensho, K.K.","282.9100","1279.0000","3.7000","10.50","7434274","1054"
"36465","Single Purse Seine","GOLDEN VISION","H4GV","SB","1054","847.0000","63.8500","JP","10.0000","1975","28","2088.0000","","400.0000","0","","","","","","","1","","538.0000","0","SI Domestic Vessel.","GINIA.HAROLD","16/7/2013 18:25:28","GINIA.HAROLD","19/4/2014 12:28:31","","","","","","59.30","58","DAIHATSU","MT","","203","19/4/2013 00:00:00","","","Hayashikane Zosen Kapushiki","352.7700","","7.2600","11.85","",""
"4309","Single Purse Seine","SEA GEM","WYL3319","US","570-224","1078.0000","77.7700","US","13.0000","1975","19","3600.0000","","757.0800","0","1","0","0","200.0000","0","0","1","0","1078.0000","0","STORAGE CAPACITY HAS BEEN CONVERTED TO M/TONNS.","REG_DEV","23/2/1996 11:40:49","REG_DEV","30/11/2003 19:59:33","","","","","","","","","CM","","","","","","","","","","","",""
"35233","Longline","SHIN CHUEN 1","BH2622","TW","CT6-0622","497.0000","55.3000","TW","11.0000","1975","26","1100.0000","","400.0000","0","","","","","1","","","","350.0000","0","NOT YET REG. FOR THE 2004/05 PERIOD.
Will be registered now for 2004/2005.","ALISAV","23/7/2004 15:39:06","SENOVEVAM","4/4/2005 11:57:48","","","","1","441610080","47.50","47.50","MF33-DT","MT","","","","","","","","","","","",""
